svm_linear,0.59,0.59
svm_polynomial,0.7033333333333334,0.73
svm_rbf,0.9333333333333333,0.965
logistic,0.5833333333333334,0.59
knn,0.9466666666666667,0.935
decision_tree,0.9766666666666667,1.0
random_forest,0.9666666666666667,0.95
