0.001,100,0.104344,0.012018,0.008678
0.005,100,0.431464,0.045573,0.029868
0.01,100,0.693202,0.068219,0.038974
0.05,100,1.089249,0.110975,0.018948
0.1,100,1.096539,0.123847,0.006125
0.2,100,1.096597,0.128546,0.001503
0.5,100,1.096734,0.129429,0.000759
1,100,1.09684,0.130393,0.0001
5,100,1.094237,0.136007,-0.00806
10,100,1.08941,0.144365,-0.03137
